market_id,created_at,actual_delivery_time,store_id,store_primary_category,order_protocol,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,delivery_time_minutes,order_hour,order_day_of_week,order_is_weekend,hour_sin,hour_cos,price_range,avg_item_price,items_per_distinct,busy_partner_ratio,available_partners,outstanding_per_partner
1,2015-01-29 02:35:37,2015-01-29 03:24:11,5655cf23be4dda7082c8bb3a8d8f8016,american,1,3.0,3350.0,3.0,700.0,1350.0,52.0,53.0,58.0,48.56666666666667,2,3,0,0.49999999999999994,0.8660254037844387,650.0,1116.6666666666667,1.0,1.0,0.0,1.0943396226415094
4,2015-02-05 03:11:39,2015-02-05 04:43:29,e0f5a669360c464e40e60b459157c73e,chinese,4,9.0,2710.0,3.0,195.0,770.0,9.0,11.0,20.0,91.83333333333333,3,3,0,0.7071067811865475,0.7071067811865476,575.0,301.1111111111111,3.0,1.1,0.0,2.0
2,2015-01-25 21:26:01,2015-01-25 21:47:44,c51a02c186f00636e81c8af4845b8b64,mediterranean,2,3.0,1385.0,2.0,195.0,595.0,41.0,44.0,32.0,21.716666666666665,21,6,1,-0.7071067811865477,0.7071067811865474,400.0,461.6666666666667,1.5,1.0476190476190477,0.0,0.7619047619047619
6,2015-02-10 04:43:00,2015-02-10 05:04:36,9b0f4932ee013ec1b2afb5057c2d34e8,fast,4,9.0,445.0,3.0,0.0,216.0,37.0,34.0,41.0,21.6,4,1,0,0.8660254037844386,0.5000000000000001,216.0,49.44444444444444,3.0,0.8947368421052632,3.0,1.0789473684210527
3,2015-01-26 01:59:17,2015-01-26 02:38:48,c432976945dc8b1ac46792dfa97ea068,vietnamese,1,2.0,1520.0,2.0,545.0,975.0,44.0,45.0,45.0,39.516666666666666,1,0,0,0.25881904510252074,0.9659258262890683,430.0,760.0,1.0,1.0,0.0,1.0
5,2015-01-25 02:50:29,2015-01-25 04:13:59,273cfc835c96d80d6f1f254d6a8f0ffa,pizza,5,2.0,4205.0,2.0,510.0,1640.0,14.0,18.0,27.0,83.5,2,6,1,0.49999999999999994,0.8660254037844387,1130.0,2102.5,1.0,1.2,0.0,1.8
4,2015-01-31 02:53:07,2015-01-31 03:59:11,56f9f88906aebf4ad985aaec7fa01313,other,1,3.0,7665.0,3.0,1675.0,3699.0,68.0,50.0,113.0,66.06666666666666,2,5,1,0.49999999999999994,0.8660254037844387,2024.0,2555.0,1.0,0.7246376811594203,18.0,1.6376811594202898
3,2015-02-09 03:22:08,2015-02-09 03:53:10,76d4110e944e83212bafa4b11ebf2b7e,japanese,3,3.0,1840.0,3.0,395.0,895.0,13.0,13.0,13.0,31.033333333333335,3,0,0,0.7071067811865475,0.7071067811865476,500.0,613.3333333333334,1.0,0.9285714285714286,0.0,0.9285714285714286
6,2015-02-02 02:01:02,2015-02-02 03:01:06,681edca905f93d0d1ddd5f82b0385bae,pizza,4,1.0,1948.0,1.0,1798.0,1798.0,37.0,34.0,41.0,60.06666666666667,2,0,0,0.49999999999999994,0.8660254037844387,0.0,1948.0,1.0,0.8947368421052632,3.0,1.0789473684210527
3,2015-02-15 20:51:03,2015-02-15 21:34:39,7ec12aa91918c9b6e577c1ae18a0a34b,other,1,2.0,1999.0,2.0,375.0,1199.0,21.0,21.0,26.0,43.6,20,6,1,-0.8660254037844386,0.5000000000000001,824.0,999.5,1.0,0.9545454545454546,0.0,1.1818181818181819
3,2015-01-22 01:40:19,2015-01-22 02:16:03,b154e7b21b2ff0a14d96affa6d3fb958,japanese,3,1.0,1195.0,1.0,1195.0,1195.0,37.0,34.0,41.0,35.733333333333334,1,3,0,0.25881904510252074,0.9659258262890683,0.0,1195.0,1.0,0.8947368421052632,3.0,1.0789473684210527
4,2015-01-26 02:18:00,2015-01-26 02:50:34,03afdbd66e7929b125f8597834fa83a4,other,3,4.0,3510.0,4.0,400.0,1150.0,69.0,97.0,91.0,32.56666666666667,2,0,0,0.49999999999999994,0.8660254037844387,750.0,877.5,1.0,1.3857142857142857,0.0,1.3
4,2015-01-25 00:46:02,2015-01-25 01:32:31,45c48cce2e2d7fbdea1afc51c7c6ad26,salad,5,3.0,2310.0,3.0,660.0,880.0,55.0,81.0,55.0,46.483333333333334,0,6,1,0.0,1.0,220.0,770.0,1.0,1.4464285714285714,0.0,0.9821428571428571
1,2015-01-28 03:17:26,2015-01-28 04:15:07,999028872cfff7ae8ee330a33cbd3874,japanese,1,5.0,3710.0,5.0,175.0,1045.0,13.0,12.0,14.0,57.68333333333333,3,2,0,0.7071067811865475,0.7071067811865476,870.0,742.0,1.0,0.8571428571428571,1.0,1.0
3,2015-02-03 20:00:51,2015-02-03 20:38:06,97e49161287e7a4f9b745366e4f9431b,other,1,3.0,1960.0,2.0,650.0,660.0,37.0,34.0,41.0,37.25,20,1,0,-0.8660254037844386,0.5000000000000001,10.0,653.3333333333334,1.5,0.8947368421052632,3.0,1.0789473684210527
2,2015-02-17 22:30:57,2015-02-17 22:59:17,7f16109f1619fd7a733daf5a84c708c1,burger,5,3.0,1893.0,3.0,449.0,725.0,35.0,31.0,32.0,28.333333333333332,22,1,0,-0.5000000000000004,0.8660254037844384,276.0,631.0,1.0,0.8611111111111112,4.0,0.8888888888888888
6,2015-02-07 03:45:08,2015-02-07 04:50:40,87f4d79e36d68c3031ccf6c55e9bbd39,pizza,2,1.0,2400.0,1.0,2000.0,2000.0,37.0,34.0,41.0,65.53333333333333,3,5,1,0.7071067811865475,0.7071067811865476,0.0,2400.0,1.0,0.8947368421052632,3.0,1.0789473684210527
2,2015-02-09 03:01:47,2015-02-09 03:32:52,acec40d7cb2fc91f4fe388dd0fc29d03,fast,4,5.0,1043.0,4.0,0.0,589.0,131.0,119.0,193.0,31.083333333333332,3,0,0,0.7071067811865475,0.7071067811865476,589.0,208.6,1.25,0.9015151515151515,12.0,1.4621212121212122
1,2015-02-16 03:32:52,2015-02-16 04:09:35,1f490b64a7d1716e9952d627b9baa45e,other,4,2.0,650.0,2.0,175.0,345.0,7.0,7.0,9.0,36.71666666666667,3,0,0,0.7071067811865475,0.7071067811865476,170.0,325.0,1.0,0.875,0.0,1.125
2,2015-02-03 03:55:14,2015-02-03 04:51:33,d860edd1dd83b36f02ce52bde626c653,thai,1,5.0,4185.0,4.0,300.0,1195.0,84.0,84.0,123.0,56.31666666666667,3,1,0,0.7071067811865475,0.7071067811865476,895.0,837.0,1.25,0.9882352941176471,0.0,1.4470588235294117
2,2015-02-16 00:22:06,2015-02-16 01:03:55,fe8c15fed5f808006ce95eddb7366e35,indian,3,9.0,9550.0,6.0,350.0,1200.0,32.0,24.0,27.0,41.81666666666667,0,0,0,0.0,1.0,850.0,1061.111111111111,1.5,0.7272727272727273,8.0,0.8181818181818182
4,2015-02-01 23:19:19,2015-02-01 23:55:11,d30960ce77e83d896503d43ba249caf7,sandwich,3,2.0,1298.0,2.0,499.0,799.0,20.0,18.0,32.0,35.86666666666667,23,6,1,-0.25881904510252157,0.9659258262890681,300.0,649.0,1.0,0.8571428571428571,2.0,1.5238095238095237
1,2015-02-06 04:59:23,2015-02-06 05:44:02,3323fe11e9595c09af38fe67567a9394,pizza,3,3.0,2213.0,3.0,114.0,1618.0,32.0,17.0,28.0,44.65,4,4,0,0.8660254037844386,0.5000000000000001,1504.0,737.6666666666666,1.0,0.5151515151515151,15.0,0.8484848484848485
2,2015-02-02 04:47:38,2015-02-02 05:27:12,1f5069142727648138a54524b5beeb58,dessert,5,3.0,2240.0,2.0,300.0,795.0,54.0,58.0,92.0,39.56666666666667,4,0,0,0.8660254037844386,0.5000000000000001,495.0,746.6666666666666,1.5,1.0545454545454545,0.0,1.6727272727272726
1,2015-02-10 21:44:02,2015-02-10 22:16:55,8d8818c8e140c64c743113f563cf750f,fast,4,1.0,639.0,1.0,639.0,639.0,10.0,12.0,8.0,32.88333333333333,21,1,0,-0.7071067811865477,0.7071067811865474,0.0,639.0,1.0,1.0909090909090908,0.0,0.7272727272727273
6,2015-02-08 01:30:18,2015-02-08 02:21:59,f58c9875ac84dfe1fbe91b918773d050,japanese,1,1.0,1600.0,1.0,1500.0,1500.0,37.0,34.0,41.0,51.68333333333333,1,6,1,0.25881904510252074,0.9659258262890683,0.0,1600.0,1.0,0.8947368421052632,3.0,1.0789473684210527
2,2015-02-07 22:13:31,2015-02-07 23:06:05,b2ea5e977c5fc1ccfa74171a9723dd61,american,3,3.0,1950.0,2.0,650.0,650.0,31.0,33.0,37.0,52.56666666666667,22,5,1,-0.5000000000000004,0.8660254037844384,0.0,650.0,1.5,1.03125,0.0,1.15625
4,2015-01-28 05:43:30,2015-01-28 06:16:19,55a7cf9c71f1c9c495413f934dd1a158,indian,3,5.0,1750.0,3.0,200.0,450.0,21.0,19.0,19.0,32.81666666666667,5,2,0,0.9659258262890683,0.25881904510252074,250.0,350.0,1.6666666666666667,0.8636363636363636,2.0,0.8636363636363636
5,2015-01-29 01:15:34,2015-01-29 01:52:03,b2dc449578a4744a1684d3b0ea933702,american,1,5.0,4945.0,5.0,375.0,1595.0,13.0,11.0,12.0,36.483333333333334,1,3,0,0.25881904510252074,0.9659258262890683,1220.0,989.0,1.0,0.7857142857142857,2.0,0.8571428571428571
2,2015-02-05 04:11:05,2015-02-05 05:36:52,faa9afea49ef2ff029a833cccc778fd0,italian,3,2.0,3300.0,2.0,1300.0,2000.0,38.0,41.0,86.0,85.78333333333333,4,3,0,0.8660254037844386,0.5000000000000001,700.0,1650.0,1.0,1.0512820512820513,0.0,2.2051282051282053
5,2015-01-27 03:30:13,2015-01-27 04:23:58,40c0d2afbc02bb410485f888102743f7,italian,1,1.0,2187.0,1.0,1848.0,1848.0,17.0,19.0,13.0,53.75,3,1,0,0.7071067811865475,0.7071067811865476,0.0,2187.0,1.0,1.0555555555555556,0.0,0.7222222222222222
4,2015-01-28 01:39:09,2015-01-28 02:16:57,c7e1249ffc03eb9ded908c236bd1996d,thai,2,1.0,1600.0,1.0,1600.0,1600.0,68.0,64.0,90.0,37.8,1,2,0,0.25881904510252074,0.9659258262890683,0.0,1600.0,1.0,0.927536231884058,4.0,1.3043478260869565
1,2015-02-08 04:46:10,2015-02-08 05:23:41,d827f12e35eae370ba9c65b7f6026695,italian,5,1.0,1525.0,1.0,875.0,875.0,36.0,42.0,48.0,37.516666666666666,4,6,1,0.8660254037844386,0.5000000000000001,0.0,1525.0,1.0,1.135135135135135,0.0,1.2972972972972974
4,2015-02-08 18:09:40,2015-02-08 18:43:26,2eace51d8f796d04991c831a07059758,sandwich,3,3.0,1437.0,3.0,227.0,845.0,14.0,22.0,19.0,33.766666666666666,18,6,1,-1.0,-1.8369701987210297e-16,618.0,479.0,1.0,1.4666666666666666,0.0,1.2666666666666666
5,2015-01-29 03:31:01,2015-01-29 04:28:11,7da9599ceaa0dd2498d02cc7985f5bde,other,2,13.0,10396.0,6.0,100.0,3099.0,49.0,22.0,35.0,57.166666666666664,3,3,0,0.7071067811865475,0.7071067811865476,2999.0,799.6923076923077,2.1666666666666665,0.44,27.0,0.7
2,2015-02-15 02:32:26,2015-02-15 03:11:33,39059724f73a9969845dfe4146c5660e,other,5,3.0,4600.0,3.0,1400.0,1650.0,93.0,84.0,151.0,39.11666666666667,2,6,1,0.49999999999999994,0.8660254037844387,250.0,1533.3333333333333,1.0,0.8936170212765957,9.0,1.6063829787234043
3,2015-02-11 02:45:43,2015-02-11 03:16:03,588fdfa645b7f3c260188494bcafa149,chinese,1,3.0,1665.0,2.0,395.0,635.0,21.0,23.0,28.0,30.333333333333332,2,2,0,0.49999999999999994,0.8660254037844387,240.0,555.0,1.5,1.0454545454545454,0.0,1.2727272727272727
2,2015-01-23 02:30:58,2015-01-23 04:06:27,6a81681a7af700c6385d36577ebec359,barbecue,1,5.0,7175.0,4.0,895.0,1695.0,100.0,78.0,127.0,95.48333333333333,2,4,0,0.49999999999999994,0.8660254037844387,800.0,1435.0,1.25,0.7722772277227723,22.0,1.2574257425742574
2,2015-02-10 03:24:32,2015-02-10 04:04:05,9854d7afce413aa13cd0a1d39d0bcec5,american,1,1.0,1119.0,1.0,1119.0,1119.0,86.0,88.0,134.0,39.55,3,1,0,0.7071067811865475,0.7071067811865476,0.0,1119.0,1.0,1.0114942528735633,0.0,1.5402298850574712
1,2015-02-09 01:23:40,2015-02-09 02:19:12,95d309f0b035d97f69902e7972c2b2e6,pizza,5,1.0,1000.0,1.0,1000.0,1000.0,31.0,34.0,52.0,55.53333333333333,1,0,0,0.25881904510252074,0.9659258262890683,0.0,1000.0,1.0,1.0625,0.0,1.625
2,2015-02-03 03:29:38,2015-02-03 04:10:47,ccb0989662211f61edae2e26d58ea92f,other,2,3.0,4985.0,3.0,1395.0,1895.0,40.0,39.0,72.0,41.15,3,1,0,0.7071067811865475,0.7071067811865476,500.0,1661.6666666666667,1.0,0.9512195121951219,1.0,1.7560975609756098
6,2015-02-09 20:36:33,2015-02-09 21:07:57,2d95666e2649fcfc6e3af75e09f5adb9,japanese,3,2.0,2190.0,1.0,1095.0,1095.0,37.0,34.0,41.0,31.4,20,0,0,-0.8660254037844386,0.5000000000000001,0.0,1095.0,2.0,0.8947368421052632,3.0,1.0789473684210527
5,2015-02-08 04:25:03,2015-02-08 05:41:51,0a7d7a81e8e3a20e4c34748e98ef45f6,pizza,1,2.0,2045.0,2.0,611.0,1272.0,43.0,48.0,60.0,76.8,4,6,1,0.8660254037844386,0.5000000000000001,661.0,1022.5,1.0,1.0909090909090908,0.0,1.3636363636363635
3,2015-02-04 02:33:18,2015-02-04 03:18:45,4053e4891648aa5d0bd54fe6f4beb464,italian,1,3.0,2385.0,3.0,495.0,1195.0,5.0,5.0,6.0,45.45,2,2,0,0.49999999999999994,0.8660254037844387,700.0,795.0,1.0,0.8333333333333334,0.0,1.0
4,2015-01-27 03:53:52,2015-01-27 04:37:10,aab3238922bcc25a6f606eb525ffdc56,greek,3,3.0,3195.0,2.0,1050.0,1095.0,70.0,103.0,98.0,43.3,3,1,0,0.7071067811865475,0.7071067811865476,45.0,1065.0,1.5,1.4507042253521127,0.0,1.380281690140845
6,2015-02-14 21:22:23,2015-02-14 22:03:01,ceb0595112db2513b9325a85761b7310,indian,3,4.0,3345.0,3.0,650.0,1395.0,37.0,34.0,41.0,40.63333333333333,21,5,1,-0.7071067811865477,0.7071067811865474,745.0,836.25,1.3333333333333333,0.8947368421052632,3.0,1.0789473684210527
4,2015-02-07 19:54:32,2015-02-07 20:21:37,7d2b92b6726c241134dae6cd3fb8c182,other,5,1.0,475.0,1.0,375.0,375.0,46.0,38.0,54.0,27.083333333333332,19,5,1,-0.9659258262890684,0.2588190451025203,0.0,475.0,1.0,0.8085106382978723,8.0,1.148936170212766
1,2015-02-07 02:02:15,2015-02-07 02:46:09,8248a99e81e752cb9b41da3fc43fbe7f,japanese,5,3.0,3175.0,2.0,475.0,925.0,16.0,16.0,20.0,43.9,2,5,1,0.49999999999999994,0.8660254037844387,450.0,1058.3333333333333,1.5,0.9411764705882353,0.0,1.1764705882352942
3,2015-02-09 02:07:09,2015-02-09 03:08:39,dda04f9d634145a9c68d5dfe53b21272,mexican,1,5.0,2470.0,3.0,334.0,799.0,59.0,59.0,68.0,61.5,2,0,0,0.49999999999999994,0.8660254037844387,465.0,494.0,1.6666666666666667,0.9833333333333333,0.0,1.1333333333333333
4,2015-02-15 22:31:35,2015-02-15 23:18:04,298f95e1bf9136124592c8d4825a06fc,pizza,1,3.0,2736.0,3.0,579.0,1399.0,28.0,17.0,23.0,46.483333333333334,22,6,1,-0.5000000000000004,0.8660254037844384,820.0,912.0,1.0,0.5862068965517241,11.0,0.7931034482758621
4,2015-01-29 22:27:03,2015-01-29 23:08:10,05e97c207235d63ceb1db43c60db7bbb,unknown,1,8.0,5295.0,8.0,435.0,1250.0,17.0,10.0,10.0,41.11666666666667,22,3,0,-0.5000000000000004,0.8660254037844384,815.0,661.875,1.0,0.5555555555555556,7.0,0.5555555555555556
1,2015-01-25 05:22:56,2015-01-25 05:50:20,3d324c2883882b15fa8fbe8f025a3a99,other,3,9.0,5730.0,9.0,595.0,695.0,18.0,15.0,13.0,27.4,5,6,1,0.9659258262890683,0.25881904510252074,100.0,636.6666666666666,1.0,0.7894736842105263,3.0,0.6842105263157895
3,2015-02-13 02:22:24,2015-02-13 03:22:42,148d411aeffed8a6f6ad4ecd77d1f904,other,1,2.0,1485.0,2.0,560.0,925.0,32.0,31.0,26.0,60.3,2,4,0,0.49999999999999994,0.8660254037844387,365.0,742.5,1.0,0.9393939393939394,1.0,0.7878787878787878
6,2015-02-10 03:12:46,2015-02-10 04:20:40,88fce63f42b8b78770aae2e70ccb67bc,other,4,2.0,845.0,2.0,350.0,395.0,37.0,34.0,41.0,67.9,3,1,0,0.7071067811865475,0.7071067811865476,45.0,422.5,1.0,0.8947368421052632,3.0,1.0789473684210527
2,2015-02-16 03:44:15,2015-02-16 04:26:45,46a558d97954d0692411c861cf78ef79,dessert,5,4.0,2250.0,2.0,400.0,465.0,133.0,129.0,200.0,42.5,3,0,0,0.7071067811865475,0.7071067811865476,65.0,562.5,2.0,0.9626865671641791,4.0,1.492537313432836
3,2015-01-30 02:57:06,2015-01-30 03:52:25,2b8f621e9244cea5007bac8f5d50e476,japanese,1,2.0,1800.0,2.0,875.0,925.0,38.0,35.0,28.0,55.31666666666667,2,4,0,0.49999999999999994,0.8660254037844387,50.0,900.0,1.0,0.8974358974358975,3.0,0.717948717948718
2,2015-02-03 20:05:37,2015-02-03 20:52:33,08a1fbda444d0ed569626fdb23520d02,mexican,4,1.0,910.0,1.0,910.0,910.0,42.0,44.0,63.0,46.93333333333333,20,1,0,-0.8660254037844386,0.5000000000000001,0.0,910.0,1.0,1.0232558139534884,0.0,1.4651162790697674
3,2015-02-01 16:25:12,2015-02-01 17:24:49,75e33da9b103b7b91dcd8da0abe1354b,breakfast,1,4.0,3280.0,4.0,495.0,1095.0,5.0,4.0,3.0,59.61666666666667,16,6,1,-0.8660254037844384,-0.5000000000000004,600.0,820.0,1.0,0.6666666666666666,1.0,0.5
3,2015-01-26 01:45:17,2015-01-26 02:18:09,27e8e17134dd7083b050476733207ea1,greek,1,4.0,1603.0,4.0,175.0,599.0,14.0,10.0,10.0,32.86666666666667,1,0,0,0.25881904510252074,0.9659258262890683,424.0,400.75,1.0,0.6666666666666666,4.0,0.6666666666666666
2,2015-02-17 03:28:46,2015-02-17 03:59:23,dd363b260a3b26e9ebdc93193730e961,dessert,3,2.0,1518.0,1.0,759.0,759.0,104.0,83.0,113.0,30.616666666666667,3,1,0,0.7071067811865475,0.7071067811865476,0.0,759.0,2.0,0.7904761904761904,21.0,1.0761904761904761
6,2015-02-10 00:53:19,2015-02-10 02:15:13,a70dc40477bc2adceef4d2c90f47eb82,mexican,3,1.0,645.0,1.0,595.0,595.0,37.0,34.0,41.0,81.9,0,1,0,0.0,1.0,0.0,645.0,1.0,0.8947368421052632,3.0,1.0789473684210527
1,2015-01-28 01:39:01,2015-01-28 02:28:36,e60e81c4cbe5171cd654662d9887aec2,mediterranean,1,1.0,1259.0,1.0,759.0,759.0,31.0,33.0,36.0,49.583333333333336,1,2,0,0.25881904510252074,0.9659258262890683,0.0,1259.0,1.0,1.03125,0.0,1.125
2,2015-02-16 01:49:23,2015-02-16 03:01:45,158f3069a435b314a80bdcb024f8e422,japanese,1,6.0,7580.0,6.0,950.0,1795.0,116.0,97.0,174.0,72.36666666666666,1,0,0,0.25881904510252074,0.9659258262890683,845.0,1263.3333333333333,1.0,0.8290598290598291,19.0,1.4871794871794872
4,2015-02-11 02:04:24,2015-02-11 02:56:30,45c48cce2e2d7fbdea1afc51c7c6ad26,salad,5,4.0,3705.0,4.0,330.0,1375.0,89.0,86.0,146.0,52.1,2,2,0,0.49999999999999994,0.8660254037844387,1045.0,926.25,1.0,0.9555555555555556,3.0,1.6222222222222222
6,2015-02-14 04:48:51,2015-02-14 05:19:47,e50372d3fee4eadec9c42aa6528097cc,fast,4,3.0,1344.0,2.0,320.0,426.0,37.0,34.0,41.0,30.933333333333334,4,5,1,0.8660254037844386,0.5000000000000001,106.0,448.0,1.5,0.8947368421052632,3.0,1.0789473684210527
4,2015-01-25 19:40:08,2015-01-25 20:02:17,04df4d434d481c5bb723be1b6df1ee65,sandwich,3,8.0,4394.0,4.0,175.0,799.0,39.0,43.0,26.0,22.15,19,6,1,-0.9659258262890684,0.2588190451025203,624.0,549.25,2.0,1.075,0.0,0.65
3,2015-02-06 01:13:23,2015-02-06 01:52:38,17d8da815fa21c57af9829fb0a869602,unknown,4,6.0,3454.0,3.0,429.0,849.0,30.0,14.0,13.0,39.25,1,4,0,0.25881904510252074,0.9659258262890683,420.0,575.6666666666666,2.0,0.45161290322580644,16.0,0.41935483870967744
5,2015-01-24 00:42:49,2015-01-24 01:05:48,2760e894ae70a26f9e0ffb5ebb51dab4,mediterranean,3,2.0,1590.0,1.0,795.0,795.0,11.0,7.0,7.0,22.983333333333334,0,5,1,0.0,1.0,0.0,795.0,2.0,0.5833333333333334,4.0,0.5833333333333334
5,2015-02-18 00:49:46,2015-02-18 01:45:47,6c7a107981f9c2a0ed55efce297bd1e2,fast,4,1.0,741.0,1.0,741.0,741.0,19.0,19.0,23.0,56.016666666666666,0,2,0,0.0,1.0,0.0,741.0,1.0,0.95,0.0,1.15
2,2015-01-24 02:45:08,2015-01-24 04:09:12,1c9ac0159c94d8d0cbedc973445af2da,other,5,3.0,2340.0,3.0,550.0,1195.0,130.0,129.0,222.0,84.06666666666666,2,5,1,0.49999999999999994,0.8660254037844387,645.0,780.0,1.0,0.9847328244274809,1.0,1.6946564885496183
1,2015-02-17 20:00:47,2015-02-17 21:31:40,94d231f11cdc1fae024849f33f7a7156,chinese,2,3.0,1100.0,3.0,160.0,710.0,3.0,3.0,6.0,90.88333333333334,20,1,0,-0.8660254037844386,0.5000000000000001,550.0,366.6666666666667,1.0,0.75,0.0,1.5
3,2015-01-29 03:25:34,2015-01-29 03:50:00,96f2b50b5d3613adf9c27049b2a888c7,mexican,3,1.0,1095.0,1.0,1095.0,1095.0,38.0,36.0,38.0,24.433333333333334,3,3,0,0.7071067811865475,0.7071067811865476,0.0,1095.0,1.0,0.9230769230769231,2.0,0.9743589743589743
1,2015-02-11 01:50:36,2015-02-11 02:31:29,e68d60edfb709b5834cb5e9286b4ce4b,barbecue,3,3.0,2614.0,2.0,757.0,950.0,13.0,13.0,15.0,40.88333333333333,1,2,0,0.25881904510252074,0.9659258262890683,193.0,871.3333333333334,1.5,0.9285714285714286,0.0,1.0714285714285714
1,2015-02-04 01:29:19,2015-02-04 02:14:39,841b60e20ff680b0d59aa9d6902fe289,breakfast,5,3.0,2644.0,3.0,656.0,815.0,24.0,14.0,31.0,45.333333333333336,1,2,0,0.25881904510252074,0.9659258262890683,159.0,881.3333333333334,1.0,0.56,10.0,1.24
3,2015-01-28 04:14:03,2015-01-28 04:42:13,fba6c96d44ce830a1d5886fab5a15fa5,american,1,4.0,2316.0,3.0,199.0,1199.0,6.0,2.0,3.0,28.166666666666668,4,2,0,0.8660254037844386,0.5000000000000001,1000.0,579.0,1.3333333333333333,0.2857142857142857,4.0,0.42857142857142855
3,2015-01-25 02:08:02,2015-01-25 02:54:03,ec16c57ed363c5ca91a3e5e5b88fe502,other,1,3.0,5000.0,3.0,1200.0,1900.0,8.0,7.0,9.0,46.016666666666666,2,6,1,0.49999999999999994,0.8660254037844387,700.0,1666.6666666666667,1.0,0.7777777777777778,1.0,1.0
2,2015-01-31 03:00:35,2015-01-31 04:05:27,05a5cf06982ba7892ed2a6d38fe832d6,italian,5,2.0,3950.0,2.0,1650.0,2300.0,119.0,105.0,196.0,64.86666666666666,3,5,1,0.7071067811865475,0.7071067811865476,650.0,1975.0,1.0,0.875,14.0,1.6333333333333333
1,2015-01-31 21:09:39,2015-01-31 21:59:45,266e3c74976fe48b49c4833f6c9f0d33,chinese,2,3.0,1457.0,3.0,160.0,942.0,11.0,11.0,16.0,50.1,21,5,1,-0.7071067811865477,0.7071067811865474,782.0,485.6666666666667,1.0,0.9166666666666666,0.0,1.3333333333333333
4,2015-02-01 05:49:33,2015-02-01 06:21:46,1b0114c51cc532ed34e1954b5b9e4b58,japanese,3,3.0,2525.0,3.0,150.0,1225.0,22.0,19.0,23.0,32.21666666666667,5,6,1,0.9659258262890683,0.25881904510252074,1075.0,841.6666666666666,1.0,0.8260869565217391,3.0,1.0
